Valor	Superf	Dorm	Banys	Edat	Estat	Planta	Dist	ValSol	Tipus	Ascens	ExtInt	Reforma
13640000	62	3	1	50	2_M	Planta	Sants	139893.95	MANZ	NO	EXT	REF1A5
23504000	104	4	2	19	2_M	Planta	Sants	146536.9	MANZ	SI	INT	SINREFORMA
14725800	60.6	2	2	60	4_B	Planta	Sants	121293.69	MANZ	NO	EXT	RECIENREF
15228000	94	4	1	70	3_N	Planta	Sants	76121.63	MANZ	SI	EXT	REF5A10
9009000	45.5	3	1	50	2_M	Planta	Sants	133251	MANZ	NO	EXT	SINREFORMA
13754400	62.52	3	2	50	1_MM	Planta	Sants	139893.95	MANZ	SI	EXT	REF1A5
20003000	100	4	2	31	2_M	Planta	Sants	119965.1	MANZ	SI	EXT	REF1A5
19093248	69.43	2	1	5	4_B	Planta	Sants	166465.75	MANZ	SI	EXT	REF1A5
17710000	77	3	1	30	3_N	Planta	Sants	126608.05	MANZ	SI	INT	REF1A5
13914160	68	3	1	24	3_N	Planta	Sants	106679.2	MANZ	SI	EXT	REF1A5
25200000	105	3	2	20	3_N	Planta	Sants	159822.8	MANZ	SI	EXT	SINREFORMA
9510000	60	2	1	45	2_M	Planta	Sants	93393.3	MANZ	NO	EXT	REF5A10
22725000	101	3	1	20	4_B	Planta	Sants	126608.05	MANZ	SI	EXT	REF5A10
15130800	93.4	3	1	40	1_MM	Planta	Sants	119965.1	MANZ	SI	EXT	SINREFORMA
15307600	78.1	3	1	25	2_M	Atic	Sants	123950.87	MANZ	SI	EXT	SINREFORMA
10290000	42	1	1	60	4_B	Planta	Sants	139893.95	MANZ	NO	EXT	RECIENREF
17513000	83	3	1	20	3_N	Planta	Sants	133251	MANZ	SI	EXT	SINREFORMA
16261500	87.9	3	1	11	3_N	Planta	Sants	100036.25	BLOQ	SI	EXT	REF1A5
15307600	78.1	3	1	25	2_M	Atic	Sants	123950.87	MANZ	SI	EXT	SINREFORMA
17640000	72	3	1	25	3_N	Planta	Sants	153179.85	MANZ	SI	EXT	REF1A5
12045000	73	3	1	70	3_N	Planta	Sant_Marti	100036.25	MANZ	NO	EXT	REF1A5
25760000	112	3	2	0	5_MB	Planta	Sant_Marti	100036.25	MANZ	SI	EXT	OBRANUEVA
11165000	77	3	2	75	2_M	Bajos	Sant_Marti	80107.4	MANZ	NO	INT	REF10-15
9000000	50	2	1	45	3_N	Planta	Sant_Marti	100036.25	MANZ	NO	EXT	RECIENREF
5147500	35.5	1	1	100	1_MM	Atic	Sant_Marti	113322.15	MANZ	NO	EXT	REF>20
9552180	55	2	1	70	2_M	Atic	Sant_Marti	106679.2	MANZ	NO	EXT	REF1A5
13944000	83	2	1	26	1_MM	Planta	Sant_Marti	100036.25	MANZ	SI	INT	SINREFORMA
10500000	75	3	2	45	1_MM	Planta	Sant_Marti	80107.4	MANZ	NO	EXT	SINREFORMA
23015504	95.5	3	2	1	5_MB	Planta	Sant_Marti	117307.92	MANZ	SI	EXT	SINREFORMA
10825428	57.89	2	1	37	3_N	Planta	Sant_Marti	106679.2	MANZ	SI	EXT	REF1A5
11550000	75	3	1	31	1_MM	Planta	Sant_Marti	100036.25	MANZ	SI	INT	REF15-20
14058336	86	2	1	75	2_M	Planta	Sant_Marti	93393.3	MANZ	NO	EXT	REF1A5
10440000	58	1	1	60	2_M	Planta	Sant_Marti	102693.43	MANZ	NO	EXT	REF1A5
15280956	72.08	3	1	30	3_N	Atic	Sant_Marti	119965.1	MANZ	SI	EXT	REF5A10
14110800	85.52	3	1	40	3_N	Planta	Sant_Marti	73464.45	MANZ	SI	EXT	REF5A10
8400000	60	3	1	40	2_M	Planta	Sant_Marti	66821.5	MANZ	NO	INT	REF15-20
9009000	50	2	1	40	2_M	Planta	Sant_Marti	106679.2	MANZ	NO	EXT	REF5A10
33370000	142	4	2	5	4_B	Planta	Sant_Marti	126608.05	MANZ	SI	EXT	SINREFORMA
27127576	118.43	4	2	5	4_B	Atic	Sant_Marti	113322.15	MANZ	SI	EXT	SINREFORMA
12594224	75	3	2	68	1_MM	Planta	Sant_Marti	133251	MANZ	NO	EXT	REF5A10
9189600	56	2	1	90	1_MM	Planta	Sant_Marti	100036.25	MANZ	NO	EXT	REF5A10
20111000	91	3	2	0	5_MB	Planta	Eixample	106679.2	MANZ	SI	EXT	OBRANUEVA
9011968	56	3	1	90	2_M	Planta	Sant_Marti	93393.3	MANZ	NO	EXT	REF1A5
10323000	55.8	3	1	45	3_N	Planta	Sant_Marti	113322.15	MANZ	NO	EXT	RECIENREF
8707500	40.5	2	1	60	3_N	Planta	Sant_Marti	113322.15	MANZ	NO	EXT	REF1A5
12787500	77.5	4	1	60	1_MM	Planta	Sant_Marti	104022.02	MANZ	NO	EXT	REF10-15
12720000	53	2	1	50	3_N	Planta	Sant_Marti	153179.85	MANZ	NO	EXT	REF1A5
35370000	131	3	2	5	4_B	Planta	Sant_Marti	166465.75	MANZ	SI	EXT	SINREFORMA
9044000	95	3	1	80	1_MM	Atic	Sant_Marti	93393.3	MANZ	NO	EXT	REF>20
18060504	88.1	3	2	3	4_B	Planta	Sant_Marti	104022.02	MANZ	SI	EXT	SINREFORMA
17681248	86.25	3	2	3	4_B	Planta	Sant_Marti	104022.02	MANZ	SI	EXT	SINREFORMA
12411276	93.67	2	1	114	2_M	Planta	Sant_Marti	100036.25	MANZ	NO	EXT	REF15-20
15636952	72.73	2	1	2	5_MB	Planta	Sant_Marti	106679.2	MANZ	SI	EXT	SINREFORMA
31016080	141.95	4	2	0	5_MB	Planta	Sant_Marti	119965.1	MANZ	SI	EXT	OBRANUEVA
15717000	65	2	1	2	5_MB	Planta	Sant_Marti	119965.1	MANZ	SI	INT	REF1A5
9300000	62	2	1	75	1_MM	Planta	Sant_Marti	100036.25	MANZ	SI	EXT	REF5A10
12138656	68.58	3	1	35	3_N	Planta	Sant_Marti	93393.3	MANZ	NO	EXT	REF5A10
16016000	88	2	1	60	2_M	Planta	Sant_Marti	102693.43	MANZ	SI	EXT	REF1A5
17640000	98	4	2	20	3_N	Planta	Sant_Marti	106679.2	MANZ	SI	INT	SINREFORMA
11500500	61.5	3	1	25	3_N	Planta	Sant_Marti	106679.2	MANZ	NO	EXT	REF5A10
13230000	63	2	1	50	3_N	Planta	Sant_Marti	139893.95	MANZ	NO	EXT	REF1A5
21105000	83.75	3	2	25	3_N	Planta	Sant_Marti	173108.7	MANZ	SI	EXT	REF1A5
35104992	119	2	1	5	4_B	Planta	Sant_Marti	193037.55	MANZ	SI	EXT	SINREFORMA
18944640	98.67	4	2	20	3_N	Planta	Sant_Marti	119965.1	MANZ	SI	EXT	SINREFORMA
15686920	85	3	2	28	1_MM	Planta	Sant_Marti	133251	MANZ	SI	EXT	SINREFORMA
11880000	99	4	1	124	1_MM	Planta	Sant_Marti	104022.02	MANZ	NO	EXT	REF>20
13300000	70	3	1	60	3_N	Planta	Sant_Marti	106679.2	MANZ	NO	EXT	REF1A5
21855000	93	4	2	25	3_N	Planta	Sant_Marti	153179.85	MANZ	SI	EXT	SINREFORMA
17271248	84.25	3	1	35	4_B	Planta	Sant_Marti	126608.05	MANZ	SI	EXT	REF5A10
12342000	72.6	2	1	80	2_M	Planta	Sant_Marti	113322.15	MANZ	NO	EXT	REF15-20
22162496	100	3	2	3	4_B	Planta	Sant_Marti	119965.1	MANZ	SI	EXT	SINREFORMA
10200000	75	2	1	110	1_MM	Planta	Sant_Marti	102693.43	MANZ	NO	EXT	REF>20
13523320	58.04	3	1	60	2_M	Planta	Sant_Marti	166465.75	MANZ	NO	EXT	REF5A10
22605752	102	3	2	3	4_B	Planta	Sant_Marti	119965.1	MANZ	SI	EXT	SINREFORMA
18057480	81.34	3	1	35	3_N	Planta	Sant_Marti	119965.1	MANZ	SI	INT	REF5A10
12482000	79	4	1	70	2_M	Planta	Sant_Marti	86750.35	MANZ	SI	EXT	REF5A10
6502500	45	2	1	35	2_M	Planta	Sant_Marti	106679.2	MANZ	NO	INT	REF5A10
26775000	105	4	2	12	4_B	Planta	Sant_Marti	106679.2	MANZ	SI	EXT	REF1A5
7000014	42	2	1	70	1_MM	Bajos	Sant_Marti	104022.02	MANZ	NO	INT	RECIENREF
8832000	48	1	1	120	3_N	Planta	Sant_Marti	113322.15	MANZ	NO	EXT	REF5A10
12250000	50	2	1	60	4_B	Planta	Sant_Marti	146536.9	MANZ	NO	EXT	RECIENREF
17775000	79	2	1	34	4_B	Planta	Sant_Marti	119965.1	MANZ	SI	EXT	REF1A5
13061000	70.6	2	1	50	2_M	Planta	Sant_Marti	126608.05	MANZ	NO	EXT	RECIENREF
11550000	70	3	1	80	2_M	Planta	Sant_Marti	106679.2	MANZ	NO	EXT	REF5A10
30240000	112	4	2	0	5_MB	Planta	Sant_Marti	146536.9	MANZ	SI	EXT	OBRANUEVA
16245000	85.5	3	2	60	2_M	Planta	Sant_Marti	106679.2	MANZ	NO	EXT	REF10-15
15254252	70.95	3	1	35	3_N	Planta	Sant_Marti	119965.1	MANZ	SI	EXT	REF5A10
15525000	69	3	1	50	4_B	Atic	Sant_Marti	139893.95	MANZ	NO	EXT	SINREFORMA
12030720	49.92	3	1	50	2_M	Planta	Sant_Marti	173108.7	MANZ	NO	EXT	REF>20
12435504	65.45	2	1	50	4_B	Atic	Sant_Marti	113322.15	MANZ	NO	EXT	REF5A10
26122504	116.1	3	2	0	5_MB	Planta	Sant_Marti	119965.1	MANZ	SI	EXT	OBRANUEVA
20879952	91	3	1	79	3_N	Planta	Sant_Marti	133251	MANZ	NO	INT	RECIENREF
12025000	65	3	1	60	2_M	Planta	Sant_Marti	133251	MANZ	SI	EXT	SINREFORMA
12511948	75.83	2	1	60	2_M	Bajos	Sant_Marti	106679.2	MANZ	NO	INT	REF1A5
25520000	110	4	2	7	4_B	Planta	Sant_Marti	133251	MANZ	SI	EXT	SINREFORMA
38793360	146.39	4	3	25	3_N	Planta	Sarria	186394.6	MANZ	SI	EXT	REF1A5
19000000	100	4	1	50	1_MM	Planta	Sarria	146536.9	MANZ	NO	EXT	SINREFORMA
16560000	73.6	2	1	50	3_N	Planta	Sarria	133251	MANZ	NO	EXT	REF5A10
17708600	72.28	1	1	65	2_M	Planta	Sarria	186394.6	MANZ	NO	EXT	REF15-20
26460000	105	4	2	22	2_M	Planta	Sarria	159822.8	MANZ	SI	INT	REF1A5
19000000	100	4	1	50	1_MM	Planta	Sarria	146536.9	MANZ	NO	EXT	SINREFORMA
19622496	83.5	3	2	20	3_N	Planta	Sarria	153179.85	MANZ	SI	EXT	REF1A5
31792800	120	3	2	68	2_M	Planta	Sarria	173108.7	MANZ	SI	EXT	REF1A5
11250000	50	1	1	55	4_B	Planta	Sarria	139893.95	MANZ	NO	EXT	REF1A5
13478000	58.6	3	1	35	1_MM	Planta	Sarria	173108.7	MANZ	SI	EXT	SINREFORMA
35014000	106.75	4	2	30	4_B	Atic	Sarria	194366.14	MANZ	SI	EXT	REF1A5
8549100	40.71	2	1	70	2_M	Planta	Gracia	126608.05	MANZ	NO	EXT	REF10-15
9119040	40.71	2	1	70	2_M	Planta	Gracia	133251	MANZ	NO	EXT	REF10-15
15244800	63.52	2	1	75	3_N	Planta	Sarria	146536.9	MANZ	NO	EXT	RECIENREF
24650000	85	3	1	25	3_N	Planta	Sarria	212966.4	MANZ	SI	EXT	SINREFORMA
18046504	68.1	3	1	23	3_N	Planta	Sarria	166465.75	MANZ	SI	EXT	REF5A10
17000000	85	3	2	60	1_MM	Planta	Sarria	133251	MANZ	NO	EXT	REF>20
15000000	60	2	1	40	3_N	Atic	Sarria	186394.6	MANZ	SI	EXT	REF1A5
23500000	94	3	1	40	3_N	Planta	Sarria	186394.6	MANZ	SI	EXT	REF1A5
15144000	63.1	3	2	60	2_M	Planta	Sarria	173108.7	MANZ	SI	EXT	REF>20
56232000	255.6	5	3	42	1_MM	Planta	Sarria	179751.65	MANZ	SI	EXT	REF>20
32512000	101.6	4	2	10	4_B	Planta	Sarria	219609.35	MANZ	SI	EXT	SINREFORMA
59110000	230	5	4	30	3_N	Planta	Sarria	166465.75	MANZ	SI	EXT	REF5A10
23436000	108	4	2	40	1_MM	Planta	Sarria	179751.65	MANZ	SI	EXT	SINREFORMA
11180000	52	2	1	40	2_M	Bajos	Sarria	173108.7	MANZ	SI	EXT	SINREFORMA
23790000	78	3	2	25	3_N	Atic	Sarria	212966.4	MANZ	SI	EXT	SINREFORMA
34375008	125	3	2	15	3_N	Atic	Sarria	199680.5	MANZ	SI	EXT	SINREFORMA
16562000	59.15	2	1	40	3_N	Planta	Sarria	179751.65	MANZ	SI	EXT	REF10-15
47034000	180	3	2	79	1_MM	Planta	Sarria	199680.5	MANZ	SI	EXT	REF5A10
62964992	257	5	4	60	2_M	Planta	Sarria	166465.75	MANZ	SI	EXT	REF>20
14017500	44.5	2	1	55	3_N	Planta	Sarria	186394.6	MANZ	NO	EXT	REF1A5
17550000	75	3	1	27	2_M	Planta	Gracia	166465.75	MANZ	SI	INT	REF10-15
12512500	38.5	1	1	20	3_N	Planta	Sarria	239538.2	MANZ	SI	EXT	REF5A10
33300000	138.75	4	2	18	3_N	Atic	Sarria	159822.8	MANZ	SI	EXT	SINREFORMA
20049904	63.05	1	1	25	2_M	Planta	Sarria	226252.3	MANZ	SI	EXT	SINREFORMA
23073600	83.6	4	1	27	2_M	Atic	Sarria	182408.83	MANZ	SI	EXT	SINREFORMA
24302200	93.47	3	2	50	2_M	Planta	Sarria	193037.55	MANZ	SI	EXT	REF15-20
33779200	105.56	4	2	40	3_N	Planta	Sarria	232895.25	MANZ	SI	EXT	SINREFORMA
19860496	78.5	3	1	34	2_M	Planta	Sarria	173108.7	MANZ	SI	EXT	REF5A10
15815604	71	2	1	27	1_MM	Planta	Gracia	170451.52	MANZ	SI	EXT	SINREFORMA
17737504	64.5	3	1	70	2_M	Planta	Sarria	212966.4	MANZ	SI	EXT	REF15-20
24388800	101.62	3	2	20	5_MB	Planta	Sarria	186394.6	MANZ	SI	EXT	RECIENREF
24388800	101.62	3	2	20	5_MB	Planta	Sarria	186394.6	MANZ	SI	EXT	RECIENREF
13568000	51.2	1	1	60	2_M	Planta	Eixample	166465.75	MANZ	SI	INT	REF5A10
32016000	145	5	2	90	1_MM	Planta	Eixample	199680.5	MANZ	SI	EXT	REF1A5
16998736	63.31	2	1	100	2_M	Planta	Eixample	212966.4	MANZ	NO	EXT	REF10-15
27720000	154	4	1	80	1_MM	Planta	Eixample	133251	MANZ	NO	EXT	SINREFORMA
36075008	185	4	2	95	2_M	Planta	Eixample	153179.85	MANZ	SI	EXT	REF10-15
27440000	112	4	2	35	2_M	Planta	Eixample	173108.7	MANZ	SI	EXT	REF5A10
13200000	60	2	1	70	2_M	Atic	Eixample	173108.7	MANZ	SI	INT	SINREFORMA
27558208	207.5	5	1	70	2_M	Planta	Eixample	106679.2	MANZ	SI	EXT	REF10-15
26041600	125.2	4	1	100	1_MM	Planta	Eixample	153179.85	MANZ	NO	EXT	REF>20
67587904	182.67	4	2	60	2_M	Planta	Eixample	345825.4	MANZ	SI	EXT	REF5A10
25000064	68	2	2	75	5_MB	Planta	Eixample	226252.3	MANZ	SI	EXT	RECIENREF
61684992	169	5	2	3	5_MB	Atic	Eixample	239538.2	MANZ	SI	EXT	SINREFORMA
13135000	71	1	1	60	1_MM	Planta	Eixample	119965.1	MANZ	SI	EXT	REF>20
14062500	62.5	3	1	31	3_N	Planta	Sant_Marti	155837.03	MANZ	SI	EXT	REF1A5
56000000	160	4	2	50	2_M	Planta	Eixample	246181.15	MANZ	SI	EXT	REF5A10
45600000	120	4	3	0	5_MB	Bajos	Eixample	193037.55	MANZ	SI	EXT	OBRANUEVA
33480000	124	3	2	30	3_N	Planta	Eixample	193037.55	MANZ	SI	INT	SINREFORMA
42524992	135	3	1	30	3_N	Planta	Eixample	246181.15	MANZ	SI	EXT	REF5A10
23850000	106	4	2	80	2_M	Planta	Eixample	159822.8	MANZ	SI	INT	REF1A5
45590000	235	5	4	90	3_N	Planta	Eixample	146536.9	MANZ	SI	EXT	REF10-15
21378496	71.5	2	1	80	3_N	Planta	Eixample	166465.75	MANZ	SI	EXT	RECIENREF
26312000	92	2	1	31	3_N	Atic	Eixample	166465.75	MANZ	SI	INT	REF1A5
45790000	241	5	3	50	1_MM	Planta	Eixample	166465.75	MANZ	SI	EXT	SINREFORMA
48200000	241	5	3	50	1_MM	Planta	Eixample	166465.75	MANZ	SI	EXT	SINREFORMA
45101104	237	5	2	81	1_MM	Planta	Eixample	146536.9	MANZ	SI	EXT	REF10-15
21208752	90.25	4	1	75	2_M	Planta	Eixample	166465.75	MANZ	SI	EXT	REF1A5
22540000	92	3	1	100	2_M	Planta	Eixample	153179.85	MANZ	SI	EXT	REF15-20
39729296	203.74	5	3	126	2_M	Planta	Eixample	159822.8	MANZ	SI	EXT	REF1A5
34475008	137.9	5	3	16	3_N	Planta	Eixample	166465.75	MANZ	SI	EXT	REF1A5
12516000	42	1	1	70	4_B	Atic	Eixample	193037.55	MANZ	SI	EXT	RECIENREF
20653800	71.22	2	1	29	1_MM	Atic	Eixample	246181.15	MANZ	SI	EXT	SINREFORMA
24097200	93.4	2	1	110	2_M	Planta	Ciutat_Vella	193037.55	MANZ	SI	EXT	REF15-20
24097200	93.4	2	1	110	2_M	Planta	Ciutat_Vella	193037.55	MANZ	SI	EXT	REF15-20
29760000	96	3	2	30	3_N	Planta	Eixample	212966.4	MANZ	SI	EXT	SINREFORMA
43290000	150	5	2	149	2_M	Planta	Eixample	199680.5	MANZ	SI	EXT	REF10-15
28480000	89	3	2	90	5_MB	Planta	Ciutat_Vella	186394.6	MANZ	SI	EXT	RECIENREF
10080000	45	1	1	70	3_N	Planta	Eixample	133251	MANZ	NO	INT	REF1A5
31506992	128.6	4	2	18	3_N	Planta	Eixample	153179.85	MANZ	SI	EXT	SINREFORMA
17723200	80.56	3	1	25	3_N	Atic	Eixample	139893.95	MANZ	SI	EXT	REF5A10
13810504	83.7	3	1	90	2_M	Planta	Eixample	113322.15	MANZ	NO	EXT	REF15-20
18736520	85.36	3	1	25	3_N	Planta	Eixample	139893.95	MANZ	SI	EXT	REF10-15
14602500	88.5	4	3	32	3_N	Planta	Eixample	56192.78	MANZ	SI	EXT	SINREFORMA
21060000	70.2	3	2	15	4_B	Planta	Eixample	197023.32	MANZ	SI	EXT	REF1A5
22990000	95	3	2	14	3_N	Planta	Eixample	159822.8	MANZ	SI	INT	SINREFORMA
39312000	151.2	4	1	15	3_N	Planta	Eixample	166465.75	MANZ	SI	EXT	REF1A5
15700000	78.5	3	1	45	2_M	Atic	Eixample	133251	MANZ	NO	EXT	REF1A5
24487000	104.2	4	2	69	1_MM	Planta	Eixample	166465.75	MANZ	SI	EXT	REF5A10
11505000	59	3	1	70	2_M	Planta	Eixample	146536.9	MANZ	NO	EXT	REF5A10
18860000	92	3	1	80	1_MM	Planta	Eixample	153179.85	MANZ	NO	EXT	REF5A10
34272000	136	5	1	70	3_N	Planta	Eixample	173108.7	MANZ	SI	EXT	RECIENREF
25390656	86.07	3	1	35	5_MB	Planta	Eixample	173108.7	MANZ	SI	EXT	REF1A5
21512592	121	3	2	69	1_MM	Planta	Eixample	133251	MANZ	NO	EXT	REF1A5
21600000	96	3	2	100	3_N	Planta	Eixample	159822.8	MANZ	NO	EXT	REF1A5
25440000	106	3	1	55	3_N	Planta	Eixample	173108.7	MANZ	SI	EXT	REF1A5
31117000	107.3	3	1	80	3_N	Planta	Eixample	193037.55	MANZ	SI	EXT	REF1A5
40700000	110	3	2	3	4_B	Planta	Eixample	219609.35	MANZ	SI	EXT	SINREFORMA
25153648	124	4	2	69	1_MM	Planta	Eixample	173108.7	MANZ	NO	EXT	SINREFORMA
22080000	92	4	1	40	2_M	Planta	Eixample	166465.75	MANZ	SI	EXT	SINREFORMA
17004000	78	2	1	70	3_N	Planta	Eixample	119965.1	MANZ	NO	EXT	RECIENREF
22973504	83.54	2	1	75	4_B	Planta	Eixample	176430.175	MANZ	SI	EXT	REF1A5
14400000	96	3	1	65	1_MM	Planta	Eixample	119965.1	MANZ	NO	EXT	REF>20
22035000	113	4	1	40	1_MM	Planta	Eixample	159822.8	MANZ	NO	EXT	SINREFORMA
6328000	31.64	1	1	60	1_MM	Atic	Eixample	159822.8	MANZ	NO	EXT	REF>20
15180000	69	2	1	80	2_M	Planta	Eixample	129929.525	MANZ	SI	INT	REF5A10
14061604	83.7	3	1	90	1_MM	Planta	Eixample	115979.33	MANZ	NO	EXT	REF>20
23241504	108.1	4	2	43	1_MM	Atic	Eixample	133251	MANZ	SI	EXT	SINREFORMA
5824000	32	1	1	85	3_N	Planta	Eixample	115979.33	MANZ	NO	EXT	REF5A10
31066000	126.8	4	2	20	3_N	Planta	Eixample	180415.945	MANZ	SI	EXT	REF1A5
25000000	100	4	1	85	4_B	Planta	Eixample	173108.7	MANZ	SI	INT	REF1A5
24620200	129.58	4	1	86	1_MM	Planta	Eixample	159822.8	MANZ	SI	EXT	REF1A5
17200000	86	2	2	70	1_MM	Atic	Eixample	173108.7	MANZ	NO	EXT	SINREFORMA
9945000	51	1	1	50	2_M	Planta	Eixample	179751.65	MANZ	SI	EXT	SINREFORMA
32750000	131	4	2	25	2_M	Planta	Eixample	179751.65	MANZ	SI	EXT	SINREFORMA
33500000	125	4	2	40	3_N	Planta	Eixample	186394.6	MANZ	NO	EXT	REF1A5
9945000	51	1	1	50	2_M	Planta	Eixample	179751.65	MANZ	SI	EXT	SINREFORMA
14061604	83.7	3	2	50	2_M	Planta	Eixample	119965.1	MANZ	NO	EXT	SINREFORMA
16014000	51	1	1	50	4_B	Planta	Eixample	179751.65	MANZ	SI	EXT	RECIENREF
36650992	128.6	4	2	18	2_M	Planta	Eixample	186394.6	MANZ	NO	EXT	SINREFORMA
22942496	95	4	1	82	1_MM	Planta	Eixample	199680.5	MANZ	SI	EXT	REF>20
13160000	70	2	2	65	4_B	Planta	Eixample	113322.15	MANZ	NO	INT	REF1A5
30762296	150.06	4	3	100	1_MM	Planta	Eixample	179751.65	MANZ	SI	EXT	REF10-15
29037600	109	4	2	28	2_M	Planta	Eixample	199680.5	MANZ	SI	EXT	REF10-15
25350000	100	4	1	82	1_MM	Planta	Eixample	199680.5	MANZ	SI	EXT	REF>20
37884000	123	4	2	27	3_N	Atic	Eixample	183737.42	MANZ	SI	EXT	REF1A5
17688448	75.27	2	1	45	3_N	Planta	Eixample	186394.6	MANZ	NO	EXT	REF5A10
19688000	85.6	4	1	31	2_M	Planta	Eixample	186394.6	MANZ	SI	EXT	SINREFORMA
12104000	68	3	1	65	1_MM	Planta	Gracia	122622.28	MANZ	NO	EXT	REF15-20
17190000	85.95	3	1	45	2_M	Planta	Gracia	166465.75	MANZ	NO	EXT	REF1A5
13500000	75	3	1	25	2_M	Planta	Gracia	104022.02	MANZ	SI	INT	SINREFORMA
30370704	97.97	3	2	22	3_N	Atic	Sarria	193037.55	MANZ	SI	EXT	REF5A10
8398000	38	2	1	70	2_M	Planta	Gracia	159822.8	MANZ	NO	EXT	SINREFORMA
12852000	75.6	1	1	100	3_N	Planta	Gracia	106679.2	MANZ	NO	EXT	REF5A10
14148200	64.31	2	1	80	1_MM	Atic	Gracia	146536.9	MANZ	NO	EXT	REF5A10
30096000	125.4	4	2	19	2_M	Planta	Sarria	153179.85	MANZ	SI	EXT	REF1A5
40488000	241	5	2	80	1_MM	Planta	Gracia	146536.9	MANZ	SI	EXT	REF10-15
15555000	91.5	4	1	80	1_MM	Planta	Gracia	113322.15	MANZ	SI	EXT	REF>20
17631800	76.66	3	1	48	3_N	Planta	Gracia	153179.85	MANZ	SI	EXT	REF10-15
11001060	49.31	1	1	80	3_N	Planta	Gracia	153179.85	MANZ	NO	EXT	REF1A5
15820000	70	2	1	82	4_B	Bajos	Gracia	139893.95	MANZ	NO	EXT	RECIENREF
40488000	241	5	2	80	1_MM	Planta	Gracia	146536.9	MANZ	SI	EXT	REF10-15
11020500	55.8	1	1	70	2_M	Planta	Gracia	153179.85	MANZ	NO	EXT	REF5A10
12371784	55.5	1	2	21	2_M	Atic	Gracia	113322.15	MANZ	SI	EXT	SINREFORMA
11396128	49	2	1	148	3_N	Planta	Gracia	126608.05	MANZ	NO	INT	REF1A5
13680000	60	2	1	40	4_B	Planta	Gracia	146536.9	MANZ	NO	EXT	REF1A5
16600000	83	5	1	80	1_MM	Planta	Gracia	153179.85	MANZ	NO	EXT	REF10-15
19305000	99	3	1	20	3_N	Planta	Gracia	139893.95	MANZ	SI	EXT	SINREFORMA
11180000	52	2	1	70	3_N	Planta	Gracia	146536.9	MANZ	NO	EXT	REF1A5
27000000	108	4	2	5	4_B	Planta	Gracia	153179.85	MANZ	NO	EXT	SINREFORMA
22266200	101.21	4	3	35	1_MM	Planta	Gracia	153179.85	MANZ	SI	EXT	REF5A10
12775000	73	3	1	40	1_MM	Planta	Gracia	139893.95	MANZ	NO	EXT	SINREFORMA
12025000	65	2	1	95	2_M	Planta	Gracia	139893.95	MANZ	NO	EXT	REF5A10
13939000	53	2	1	45	4_B	Planta	Gracia	153179.85	MANZ	NO	EXT	RECIENREF
26136000	108	5	2	60	2_M	Planta	Gracia	173108.7	MANZ	NO	EXT	REF1A5
26251752	107.15	4	2	70	2_M	Planta	Gracia	173108.7	MANZ	SI	EXT	REF5A10
21726000	85.2	3	1	40	3_N	Planta	Gracia	173108.7	MANZ	SI	EXT	REF1A5
19080000	106	2	1	75	1_MM	Planta	Gracia	119965.1	MANZ	NO	EXT	REF>20
16875000	75	3	1	30	1_MM	Planta	Gracia	179751.65	MANZ	SI	EXT	SINREFORMA
13333000	67	3	1	40	1_MM	Planta	Gracia	126608.05	MANZ	SI	EXT	REF5A10
17815200	74.23	3	1	25	2_M	Planta	Gracia	173108.7	MANZ	SI	EXT	REF1A5
14304500	67	3	1	40	1_MM	Planta	Gracia	133251	MANZ	SI	EXT	REF5A10
16875000	75	3	1	30	1_MM	Planta	Gracia	179751.65	MANZ	SI	EXT	SINREFORMA
18675000	83	3	1	80	3_N	Planta	Gracia	153179.85	MANZ	NO	EXT	RECIENREF
7735000	44.2	1	1	50	3_N	Atic	Gracia	113322.15	MANZ	NO	EXT	RECIENREF
21021000	91	4	2	24	3_N	Planta	Gracia	119965.1	MANZ	SI	EXT	REF1A5
10059280	44	2	1	60	3_N	Planta	Gracia	113322.15	MANZ	NO	EXT	REF1A5
12083640	101	3	2	80	1_MM	Planta	Gracia	100036.25	MANZ	NO	EXT	RECIENREF
17768248	67.05	3	1	22	4_B	Atic	Gracia	159822.8	MANZ	SI	EXT	REF5A10
12512500	71.5	1	1	60	3_N	Planta	Gracia	86750.35	MANZ	NO	EXT	REF1A5
11376000	72	2	1	65	1_MM	Planta	Gracia	93393.3	MANZ	NO	EXT	SINREFORMA
14190000	86	4	1	55	2_M	Planta	Gracia	126608.05	MANZ	SI	INT	REF10-15
12160000	64	2	1	100	4_B	Planta	Gracia	113322.15	MANZ	NO	INT	RECIENREF
26730000	99	3	1	20	4_B	Planta	Gracia	153179.85	MANZ	SI	EXT	RECIENREF
13850000	69.25	3	1	30	3_N	Planta	Gracia	102693.43	MANZ	NO	EXT	REF1A5
12160000	64	2	1	100	4_B	Planta	Gracia	113322.15	MANZ	NO	INT	RECIENREF
20160000	80	4	1	60	4_B	Planta	Gracia	146536.9	MANZ	NO	EXT	REF1A5
9137500	42.5	2	1	50	2_M	Atic	Gracia	153179.85	MANZ	NO	EXT	SINREFORMA
21537200	93.64	3	1	90	3_N	Planta	Gracia	146536.9	MANZ	NO	EXT	REF1A5
23015272	83.54	1	1	50	2_M	Bajos	Gracia	186394.6	MANZ	NO	EXT	REF>20
