198001	402.135
198002	404.393
198003	441.489
198004	475.051
198005	475.501
198006	443.748
198007	563.911
198008	577.974
198009	495.794
198010	476.943
198011	414.18
198012	479.066
198101	431.4
198102	394.544
198103	424.687
198104	475.919
198105	432.707
198106	474.12
198107	582.365
198108	563.138
198109	474.079
198110	469.227
198111	417.4
198112	464.627
198201	421.363
198202	398.706
198203	465.317
198204	502.768
198205	448.013
198206	489.187
198207	580.556
198208	586.84
198209	498.241
198210	479.61
198211	437.255
198212	460.957
198301	420.223
198302	379.018
198303	492.721
198304	440.318
198305	464.794
198306	483.844
198307	566.766
198308	601.519
198309	502.026
198310	472.709
198311	385.678
198312	504.577
198401	429.476
198402	409.402
198403	461.752
198404	477.832
198405	463.048
198406	477.947
198407	565.94
198408	605.66
198409	472.96
198410	499.715
198411	435.519
198412	473.713
198501	417.954
198502	397.064
198503	457.81
198504	497.917
198505	476.536
198506	462.567
198507	598.31
198508	615.362
198509	495.575
198510	500.175
198511	447.48
198512	500.28
198601	455.29
198602	409.673
198603	517.176
198604	503.165
198605	519.758
198606	508.445
198607	635.897
198608	646.948
198609	556.091
198610	550.737
198611	476.044
198612	570.498
198701	475.678
198702	456.085
198703	527.621
198704	581.351
198705	530.59
198706	578.34
198707	677.833
198708	690.976
198709	579.093
198710	573.572
198711	522.769
198712	585.868
198801	502.308
198802	524.014
198803	603.861
198804	590.792
198805	567.978
198806	604.865
198807	709.419
198808	759.406
198809	633.157
198810	606.172
198811	568.553
198812	619.942
198901	574.618
198902	532.639
198903	662.872
198904	593.751
198905	662.338
198906	659.359
198907	748.543
198908	788.953
198909	669.626
198910	648.464
198911	583.965
198912	648.746
199001	602.209
199002	565.501
199003	655.208
199004	675.428
199005	669.856
199006	669.626
199007	769.736
199008	822.159
199009	659.505
199010	671.434
199011	632.561
199012	696.789
199101	610.406
199102	570.582
199103	697.51
199104	700.27
199105	691.467
199106	693.767
199107	826.373
199108	861.032
199109	707.014
199110	722.394
199111	680.018
199112	754.011
199201	633.293
199202	647.617
199203	701.243
199204	746.211
199205	704.4
199206	724.611
199207	835.699
199208	857.812
199209	737.774
199210	724.182
199211	659.536
199212	737.795
199301	636.043
199302	621.876
199303	721.767
199304	751.158
199305	711.477
199306	739.771
199307	847.031
199308	842.126
199309	732.1
199310	721.479
199311	677.342
199312	754.302
199401	629.433
199402	614.309
199403	754.933
199404	698.491
199405	722.551
199406	753.02
199407	817.556
199408	861.455
199409	734.094
199410	707.617
199411	666.278
199412	759.246
199501	640.18
199502	621.543
199503	718.183
199504	726.074
199505	733.466
199506	754.974
199507	792.5
199508	859.649
199509	732.658
199510	710.521
199511	647.838
199512	739.592
199601	620.811
199602	640.994
199603	702.359
199604	731.358
199605	708.769
199606	701.651
199607	823.167
199608	839.272
199609	694.01
199610	723.535
199611	653.468
199612	713.402
199701	612.365
199702	607.529
199703	714.174
199704	664.696
199705	701.329
199706	681.736
199707	793.142
199708	811.01
199709	703.893
199710	704.511
199711	625.999
199712	723.972
199801	626.334
199802	598.942
199803	680.612
199804	709.707
199805	670.346
199806	706.294
199807	813.201
199808	818.973
199809	694.834
199810	717.636
199811	636.717
199812	723.606
199901	584.379
199902	592.329
199903	713.961
199904	664.508
199905	670.851
199906	682.567
199907	801.999
199908	766.666
199909	676.061
199910	667.955
199911	618.561
199912	694.974

