23.380 22.570 23.340 21.740 22.400 
21.190 21.220 20.160 19.960 21.270
19.730 19.800 19.080 19.330 18.870
19.800 19.540 18.240 19.330 18.970 
19.710 19.210 17.570 19.370 18.840
19.770 19.120 19.620 18.230 18.840 
19.700 18.800 17.590 18.910 18.470
19.730 18.260 16.910 18.280 18.700
19.190 18.230 17.150 17.960 18.000
19.070 18.010 19.840 17.730 18.710 
19.920 18.250 16.850 18.420 19.020
20.720 18.740 18.660 19.580 19.920
22.500 18.740 19.840 19.760 19.790 
22.840 19.350 20.420 21.380 20.830
23.860 20.220 23.270 22.440 21.320
22.540 20.810 22.820 23.020 22.410
23.480 21.350 22.310 23.220 22.420 
23.930 21.220 22.010 22.980 22.340
24.120 21.360 21.850 23.050 22.440
24.680 22.020 23.020 23.910 22.270 
25.210 22.520 23.040 24.170 22.520 
27.850 22.950 28.640 25.210 24.100
29.420 25.860 25.730 26.670 28.190 
28.170 28.730 29.170 26.130 27.190
26.960 25.100 25.300 26.010 25.450
26.370 24.740 24.260 23.740 24.550 
25.400 24.750 22.700 23.330 22.480
25.780 22.920 22.060 22.790 25.830 
24.640 22.940 22.120 22.690 24.360 
22.480 22.530 21.920 21.310 25.010
23.960 22.480 21.540 23.130 23.640
26.600 24.110 21.090 22.140 24.040
24.340 21.750 20.870 22.150 24.280
21.790 21.670 20.370 20.150 22.650 
22.430 20.780 19.850 20.040 21.660 
21.060 20.080 19.140 19.390 20.300
21.130 19.520 17.880 18.950 20.910 
19.400 18.390 17.020 18.320 18.260 
18.530 17.610 16.600 17.470 17.130 
19.320 17.460 17.310 17.230 20.280
19.190 17.310 17.230 17.710 18.510
18.950 17.330 16.590 17.620 18.370
18.630 17.270 16.490 17.010 18.310 
19.010 17.100 16.730 17.570 17.190 
19.920 17.030 16.550 17.560 17.190
19.480 16.220 16.190 17.090 16.410
19.580 16.150 15.670 16.590 17.030
18.730 16.500 15.550 16.520 17.310
19.000 16.000 14.550 16.750 17.410
18.400 16.240 15.860 16.410 16.880
17.850 16.130 15.080 16.230 16.480 
18.120 16.130 14.690 16.130 16.500
18.170 15.450 16.370 15.250 16.250 
17.880 15.160 13.950 14.980 16.040
17.780 15.080 14.100 15.000 16.090
17.540 15.410 14.240 15.540 15.910
17.900 15.520 15.060 16.030 16.170
20.020 17.030 17.180 17.050 17.070
20.190 17.320 16.010 16.940 17.410 
20.230 16.730 15.330 16.770 15.590 
20.740 17.200 17.010 16.740 16.240
21.440 17.800 17.650 17.390 17.480 
21.090 17.460 17.500 17.730 17.630 
21.130 17.150 17.460 17.560 17.730
21.320 17.740 17.190 18.460 18.080 
21.180 17.770 16.920 18.210 20.200
21.200 17.500 16.730 18.220 17.890 
20.360 17.640 16.820 18.850 17.860
20.930 17.850 16.520 18.280 18.010
20.330 17.910 16.690 18.340 17.950
20.150 18.180 16.680 18.250 17.260 
20.970 18.190 16.580 18.160 17.960 
20.040 17.760 16.720 17.930 17.970
20.180 17.410 16.180 17.560 16.410
20.390 17.160 16.670 17.720 17.490
20.280 17.670 17.130 17.840 17.680 
19.030 17.730 17.350 17.310 17.630 
20.480 17.640 17.500 17.940 17.720
20.740 17.800 17.610 18.050 17.520 
22.030 17.900 17.670 18.220 17.150
21.880 19.170 19.820 19.310 18.980 
22.500 19.840 21.360 20.520 19.760 
22.950 20.290 21.030 20.760 20.880
23.030 20.240 21.140 20.510 20.320
21.870 19.830 20.560 19.820 19.720
19.620 18.600 18.640 19.230 19.220 
19.380 18.270 16.950 18.840 18.290 
19.600 19.910 16.830 18.350 18.470 
19.620 17.170 16.920 18.170 19.570
19.450 17.520 16.710 17.940 18.180 
19.770 17.240 16.980 17.910 18.140
20.230 17.510 17.110 18.600 18.690 
20.130 17.510 18.270 18.990 18.710 
21.270 17.940 18.220 18.870 18.890 
20.930 18.040 17.920 18.870 18.230 
19.840 17.290 17.240 17.900 17.620
20.210 17.160 16.900 17.330 18.000
19.600 16.860 16.890 17.170 16.800 
19.300 16.350 16.710 17.370 16.530 
19.730 16.310 17.020 17.770 17.640
19.510 16.320 17.160 17.720 16.260 
19.400 16.880 16.920 17.470 17.360
19.610 16.910 16.540 17.260 16.680
19.360 16.560 16.350 17.230 16.800
19.180 16.830 16.560 17.290 16.680 
19.650 17.150 16.640 17.330 16.810
18.820 16.670 16.470 16.700 16.790
19.200 16.460 16.190 16.410 16.180
18.530 16.250 16.040 16.150 16.090
18.120 16.110 15.840 15.390 14.050
17.670 15.280 14.770 15.130 14.090
18.300 15.030 14.250 15.450 14.040 
18.250 15.350 15.250 15.740 14.510 
18.170 15.310 15.280 15.780 14.370 
18.490 15.310 15.340 16.040 14.720
18.880 15.940 15.500 16.400 14.740 
19.240 16.660 15.620 16.820 15.490 
19.380 16.620 15.980 16.580 15.760 
18.610 16.610 15.720 16.310 15.480 
19.020 16.620 15.470 16.450 15.580 
19.120 16.790 15.830 16.180 15.910 
18.960 16.780 15.840 16.990 16.050
18.710 16.840 15.620 16.940 16.470 
18.860 16.310 15.840 17.060 16.750
19.080 16.900 15.850 17.080 16.920 
18.850 17.070 14.720 17.340 17.050


