  1.9470000e+003  1.4817000e+003  1.0000000e+000
  1.9470000e+003  1.4894000e+003  2.0000000e+000
  1.9470000e+003  1.4931000e+003  3.0000000e+000
  1.9470000e+003  1.5164000e+003  4.0000000e+000
  1.9480000e+003  1.5379000e+003  5.0000000e+000
  1.9480000e+003  1.5620000e+003  6.0000000e+000
  1.9480000e+003  1.5684000e+003  7.0000000e+000
  1.9480000e+003  1.5714000e+003  8.0000000e+000
  1.9490000e+003  1.5494000e+003  9.0000000e+000
  1.9490000e+003  1.5451000e+003  1.0000000e+001
  1.9490000e+003  1.5626000e+003  1.1000000e+001
  1.9490000e+003  1.5465000e+003  1.2000000e+001
  1.9500000e+003  1.6105000e+003  1.3000000e+001
  1.9500000e+003  1.6588000e+003  1.4000000e+001
  1.9500000e+003  1.7230000e+003  1.5000000e+001
  1.9500000e+003  1.7539000e+003  1.6000000e+001
  1.9510000e+003  1.7735000e+003  1.7000000e+001
  1.9510000e+003  1.8037000e+003  1.8000000e+001
  1.9510000e+003  1.8398000e+003  1.9000000e+001
  1.9510000e+003  1.8433000e+003  2.0000000e+001
  1.9520000e+003  1.8647000e+003  2.1000000e+001
  1.9520000e+003  1.8662000e+003  2.2000000e+001
  1.9520000e+003  1.8780000e+003  2.3000000e+001
  1.9520000e+003  1.9402000e+003  2.4000000e+001
  1.9530000e+003  1.9760000e+003  2.5000000e+001
  1.9530000e+003  1.9922000e+003  2.6000000e+001
  1.9530000e+003  1.9795000e+003  2.7000000e+001
  1.9530000e+003  1.9478000e+003  2.8000000e+001
  1.9540000e+003  1.9381000e+003  2.9000000e+001
  1.9540000e+003  1.9410000e+003  3.0000000e+001
  1.9540000e+003  1.9620000e+003  3.1000000e+001
  1.9540000e+003  2.0009000e+003  3.2000000e+001
  1.9550000e+003  2.0581000e+003  3.3000000e+001
  1.9550000e+003  2.0910000e+003  3.4000000e+001
  1.9550000e+003  2.1189000e+003  3.5000000e+001
  1.9550000e+003  2.1301000e+003  3.6000000e+001
  1.9560000e+003  2.1210000e+003  3.7000000e+001
  1.9560000e+003  2.1377000e+003  3.8000000e+001
  1.9560000e+003  2.1353000e+003  3.9000000e+001
  1.9560000e+003  2.1704000e+003  4.0000000e+001
  1.9570000e+003  2.1827000e+003  4.1000000e+001
  1.9570000e+003  2.1777000e+003  4.2000000e+001
  1.9570000e+003  2.1989000e+003  4.3000000e+001
  1.9570000e+003  2.1760000e+003  4.4000000e+001
  1.9580000e+003  2.1174000e+003  4.5000000e+001
  1.9580000e+003  2.1297000e+003  4.6000000e+001
  1.9580000e+003  2.1775000e+003  4.7000000e+001
  1.9580000e+003  2.2265000e+003  4.8000000e+001
  1.9590000e+003  2.2730000e+003  4.9000000e+001
  1.9590000e+003  2.3324000e+003  5.0000000e+001
  1.9590000e+003  2.3314000e+003  5.1000000e+001
  1.9590000e+003  2.3391000e+003  5.2000000e+001
  1.9600000e+003  2.3910000e+003  5.3000000e+001
  1.9600000e+003  2.3792000e+003  5.4000000e+001
  1.9600000e+003  2.3836000e+003  5.5000000e+001
  1.9600000e+003  2.3529000e+003  5.6000000e+001
  1.9610000e+003  2.3665000e+003  5.7000000e+001
  1.9610000e+003  2.4108000e+003  5.8000000e+001
  1.9610000e+003  2.4504000e+003  5.9000000e+001
  1.9610000e+003  2.5004000e+003  6.0000000e+001
  1.9620000e+003  2.5440000e+003  6.1000000e+001
  1.9620000e+003  2.5715000e+003  6.2000000e+001
  1.9620000e+003  2.5968000e+003  6.3000000e+001
  1.9620000e+003  2.6033000e+003  6.4000000e+001
  1.9630000e+003  2.6341000e+003  6.5000000e+001
  1.9630000e+003  2.6684000e+003  6.6000000e+001
  1.9630000e+003  2.7196000e+003  6.7000000e+001
  1.9630000e+003  2.7394000e+003  6.8000000e+001
  1.9640000e+003  2.8005000e+003  6.9000000e+001
  1.9640000e+003  2.8338000e+003  7.0000000e+001
  1.9640000e+003  2.8720000e+003  7.1000000e+001
  1.9640000e+003  2.8795000e+003  7.2000000e+001
  1.9650000e+003  2.9501000e+003  7.3000000e+001
  1.9650000e+003  2.9899000e+003  7.4000000e+001
  1.9650000e+003  3.0507000e+003  7.5000000e+001
  1.9650000e+003  3.1236000e+003  7.6000000e+001
  1.9660000e+003  3.2011000e+003  7.7000000e+001
  1.9660000e+003  3.2132000e+003  7.8000000e+001
  1.9660000e+003  3.2336000e+003  7.9000000e+001
  1.9660000e+003  3.2618000e+003  8.0000000e+001
  1.9670000e+003  3.2918000e+003  8.1000000e+001
  1.9670000e+003  3.2897000e+003  8.2000000e+001
  1.9670000e+003  3.3135000e+003  8.3000000e+001
  1.9670000e+003  3.3383000e+003  8.4000000e+001
  1.9680000e+003  3.4062000e+003  8.5000000e+001
  1.9680000e+003  3.4648000e+003  8.6000000e+001
  1.9680000e+003  3.4892000e+003  8.7000000e+001
  1.9680000e+003  3.5041000e+003  8.8000000e+001
  1.9690000e+003  3.5583000e+003  8.9000000e+001
  1.9690000e+003  3.5676000e+003  9.0000000e+001
  1.9690000e+003  3.5883000e+003  9.1000000e+001
  1.9690000e+003  3.5714000e+003  9.2000000e+001
  1.9700000e+003  3.5665000e+003  9.3000000e+001
  1.9700000e+003  3.5739000e+003  9.4000000e+001
  1.9700000e+003  3.6052000e+003  9.5000000e+001
  1.9700000e+003  3.5665000e+003  9.6000000e+001
  1.9710000e+003  3.6661000e+003  9.7000000e+001
  1.9710000e+003  3.6862000e+003  9.8000000e+001
  1.9710000e+003  3.7145000e+003  9.9000000e+001
  1.9710000e+003  3.7238000e+003  1.0000000e+002
  1.9720000e+003  3.7969000e+003  1.0100000e+002
  1.9720000e+003  3.8838000e+003  1.0200000e+002
  1.9720000e+003  3.9223000e+003  1.0300000e+002
  1.9720000e+003  3.9905000e+003  1.0400000e+002
  1.9730000e+003  4.0923000e+003  1.0500000e+002
  1.9730000e+003  4.1333000e+003  1.0600000e+002
  1.9730000e+003  4.1170000e+003  1.0700000e+002
  1.9730000e+003  4.1511000e+003  1.0800000e+002
  1.9740000e+003  4.1193000e+003  1.0900000e+002
  1.9740000e+003  4.1304000e+003  1.1000000e+002
  1.9740000e+003  4.0845000e+003  1.1100000e+002
  1.9740000e+003  4.0620000e+003  1.1200000e+002
  1.9750000e+003  4.0100000e+003  1.1300000e+002
  1.9750000e+003  4.0452000e+003  1.1400000e+002
  1.9750000e+003  4.1154000e+003  1.1500000e+002
  1.9750000e+003  4.1672000e+003  1.1600000e+002
  1.9760000e+003  4.2661000e+003  1.1700000e+002
  1.9760000e+003  4.3015000e+003  1.1800000e+002
  1.9760000e+003  4.3219000e+003  1.1900000e+002
  1.9760000e+003  4.3574000e+003  1.2000000e+002
  1.9770000e+003  4.4105000e+003  1.2100000e+002
  1.9770000e+003  4.4898000e+003  1.2200000e+002
  1.9770000e+003  4.5706000e+003  1.2300000e+002
  1.9770000e+003  4.5761000e+003  1.2400000e+002
  1.9780000e+003  4.5889000e+003  1.2500000e+002
  1.9780000e+003  4.7657000e+003  1.2600000e+002
  1.9780000e+003  4.8117000e+003  1.2700000e+002
  1.9780000e+003  4.8760000e+003  1.2800000e+002
  1.9790000e+003  4.8883000e+003  1.2900000e+002
  1.9790000e+003  4.8914000e+003  1.3000000e+002
  1.9790000e+003  4.9262000e+003  1.3100000e+002
  1.9790000e+003  4.9426000e+003  1.3200000e+002
  1.9800000e+003  4.9589000e+003  1.3300000e+002
  1.9800000e+003  4.8578000e+003  1.3400000e+002
  1.9800000e+003  4.8503000e+003  1.3500000e+002
  1.9800000e+003  4.9366000e+003  1.3600000e+002
  1.9810000e+003  5.0325000e+003  1.3700000e+002
  1.9810000e+003  4.9973000e+003  1.3800000e+002
  1.9810000e+003  5.0568000e+003  1.3900000e+002
  1.9810000e+003  4.9971000e+003  1.4000000e+002
  1.9820000e+003  4.9143000e+003  1.4100000e+002
  1.9820000e+003  4.9355000e+003  1.4200000e+002
  1.9820000e+003  4.9121000e+003  1.4300000e+002
  1.9820000e+003  4.9156000e+003  1.4400000e+002
  1.9830000e+003  4.9724000e+003  1.4500000e+002
  1.9830000e+003  5.0898000e+003  1.4600000e+002
  1.9830000e+003  5.1804000e+003  1.4700000e+002
  1.9830000e+003  5.2868000e+003  1.4800000e+002
  1.9840000e+003  5.4023000e+003  1.4900000e+002
