Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Preu_mitja_habitatge,Valor
2019,1,7,Horta-Guinardó,37,el Carmel,Total. Milers d'euros,255.6
2019,1,7,Horta-Guinardó,38,la Teixonera,Total. Milers d'euros,147.1
2019,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Total. Milers d'euros,170.9
2019,1,7,Horta-Guinardó,40,Montbau,Total. Milers d'euros,159.9
2019,1,7,Horta-Guinardó,41,la Vall d'Hebron,Total. Milers d'euros,222.3
2019,1,7,Horta-Guinardó,42,la Clota,Total. Milers d'euros,170
2019,1,7,Horta-Guinardó,43,Horta,Total. Milers d'euros,266.9
2019,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Total. Milers d'euros,229.1
2019,1,8,Nou Barris,45,Porta,Total. Milers d'euros,179.7
2019,1,8,Nou Barris,46,el Turó de la Peira,Total. Milers d'euros,145.2
2019,1,8,Nou Barris,47,Can Peguera,Total. Milers d'euros,NA
2019,1,8,Nou Barris,48,la Guineueta,Total. Milers d'euros,194.9
2019,1,8,Nou Barris,49,Canyelles,Total. Milers d'euros,150
2019,1,8,Nou Barris,50,les Roquetes,Total. Milers d'euros,156.7
2019,1,8,Nou Barris,51,Verdun,Total. Milers d'euros,148.2
2019,1,8,Nou Barris,52,la Prosperitat,Total. Milers d'euros,150.6
2019,1,8,Nou Barris,53,la Trinitat Nova,Total. Milers d'euros,80
2019,1,8,Nou Barris,54,Torre Baró,Total. Milers d'euros,NA
2019,1,8,Nou Barris,55,Ciutat Meridiana,Total. Milers d'euros,95.2
2019,1,8,Nou Barris,56,Vallbona,Total. Milers d'euros,NA
2019,1,9,Sant Andreu,57,la Trinitat Vella,Total. Milers d'euros,154.7
2019,1,9,Sant Andreu,58,Baró de Viver,Total. Milers d'euros,NA
2019,1,9,Sant Andreu,59,el Bon Pastor,Total. Milers d'euros,146.6
2019,1,9,Sant Andreu,60,Sant Andreu,Total. Milers d'euros,251.7
2019,1,9,Sant Andreu,61,la Sagrera,Total. Milers d'euros,240.4
2019,1,9,Sant Andreu,62,el Congrés i els Indians,Total. Milers d'euros,251.9
2019,1,9,Sant Andreu,63,Navas,Total. Milers d'euros,379.2
2019,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Total. Milers d'euros,319.5
2019,1,10,Sant Martí,65,el Clot,Total. Milers d'euros,342.1
2019,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Total. Milers d'euros,259.2
2019,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Total. Milers d'euros,538
2019,1,10,Sant Martí,68,el Poblenou,Total. Milers d'euros,399.3
2019,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Total. Milers d'euros,486.2
2019,1,10,Sant Martí,70,el Besòs i el Maresme,Total. Milers d'euros,303.4
2019,1,10,Sant Martí,71,Provençals del Poblenou,Total. Milers d'euros,369.2
2019,1,10,Sant Martí,72,Sant Martí de Provençals,Total. Milers d'euros,299.7
2019,1,10,Sant Martí,73,la Verneda i la Pau,Total. Milers d'euros,167
2019,1,1,Ciutat Vella,1,el Raval,Nou. Milers d'euros,379.5
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Nou. Milers d'euros,556.4
2019,1,1,Ciutat Vella,3,la Barceloneta,Nou. Milers d'euros,NA
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Nou. Milers d'euros,520.5
2019,1,2,Eixample,5,el Fort Pienc,Nou. Milers d'euros,4687.5
2019,1,2,Eixample,6,la Sagrada Família,Nou. Milers d'euros,NA
2019,1,2,Eixample,7,la Dreta de l'Eixample,Nou. Milers d'euros,424.4
2019,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Nou. Milers d'euros,283
2019,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Nou. Milers d'euros,NA
2019,1,2,Eixample,10,Sant Antoni,Nou. Milers d'euros,NA
2019,1,3,Sants-Montjuïc,11,el Poble Sec,Nou. Milers d'euros,NA
2019,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Nou. Milers d'euros,NA
2019,1,3,Sants-Montjuïc,13,la Marina de Port,Nou. Milers d'euros,NA
2019,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Nou. Milers d'euros,NA
2019,1,3,Sants-Montjuïc,15,Hostafrancs,Nou. Milers d'euros,191.9
2019,1,3,Sants-Montjuïc,16,la Bordeta,Nou. Milers d'euros,NA
2019,1,3,Sants-Montjuïc,17,Sants - Badal,Nou. Milers d'euros,NA
2019,1,3,Sants-Montjuïc,18,Sants,Nou. Milers d'euros,NA
2019,1,4,Les Corts,19,les Corts,Nou. Milers d'euros,522.1
2019,1,4,Les Corts,20,la Maternitat i Sant Ramon,Nou. Milers d'euros,NA
2019,1,4,Les Corts,21,Pedralbes,Nou. Milers d'euros,NA
2019,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Nou. Milers d'euros,NA
2019,1,5,Sarrià-Sant Gervasi,23,Sarrià,Nou. Milers d'euros,NA
2019,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Nou. Milers d'euros,NA
2019,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Nou. Milers d'euros,416.5
2019,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Nou. Milers d'euros,862.1
2019,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Nou. Milers d'euros,431
2019,1,6,Gràcia,28,Vallcarca i els Penitents,Nou. Milers d'euros,205.5
2019,1,6,Gràcia,29,el Coll,Nou. Milers d'euros,108.8
2019,1,6,Gràcia,30,la Salut,Nou. Milers d'euros,NA
2019,1,6,Gràcia,31,la Vila de Gràcia,Nou. Milers d'euros,437.7
2019,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Nou. Milers d'euros,NA
2019,1,7,Horta-Guinardó,33,el Baix Guinardó,Nou. Milers d'euros,NA
2019,1,7,Horta-Guinardó,34,Can Baró,Nou. Milers d'euros,NA
2019,1,7,Horta-Guinardó,35,el Guinardó,Nou. Milers d'euros,NA
2019,1,7,Horta-Guinardó,36,la Font d'en Fargues,Nou. Milers d'euros,NA
2019,1,7,Horta-Guinardó,37,el Carmel,Nou. Milers d'euros,319.2
2019,1,7,Horta-Guinardó,38,la Teixonera,Nou. Milers d'euros,136.4
2019,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Nou. Milers d'euros,NA
2019,1,7,Horta-Guinardó,40,Montbau,Nou. Milers d'euros,NA
2019,1,7,Horta-Guinardó,41,la Vall d'Hebron,Nou. Milers d'euros,NA
2019,1,7,Horta-Guinardó,42,la Clota,Nou. Milers d'euros,170
2019,1,7,Horta-Guinardó,43,Horta,Nou. Milers d'euros,261
2019,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,45,Porta,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,46,el Turó de la Peira,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,47,Can Peguera,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,48,la Guineueta,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,49,Canyelles,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,50,les Roquetes,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,51,Verdun,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,52,la Prosperitat,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,53,la Trinitat Nova,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,54,Torre Baró,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,55,Ciutat Meridiana,Nou. Milers d'euros,NA
2019,1,8,Nou Barris,56,Vallbona,Nou. Milers d'euros,NA
2019,1,9,Sant Andreu,57,la Trinitat Vella,Nou. Milers d'euros,NA
2019,1,9,Sant Andreu,58,Baró de Viver,Nou. Milers d'euros,NA
2019,1,9,Sant Andreu,59,el Bon Pastor,Nou. Milers d'euros,NA
2019,1,9,Sant Andreu,60,Sant Andreu,Nou. Milers d'euros,325.1
2019,1,9,Sant Andreu,61,la Sagrera,Nou. Milers d'euros,NA
2019,1,9,Sant Andreu,62,el Congrés i els Indians,Nou. Milers d'euros,NA
2019,1,9,Sant Andreu,63,Navas,Nou. Milers d'euros,NA
2019,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Nou. Milers d'euros,446.5
2019,1,10,Sant Martí,65,el Clot,Nou. Milers d'euros,278.3
2019,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Nou. Milers d'euros,NA
2019,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Nou. Milers d'euros,NA
2019,1,10,Sant Martí,68,el Poblenou,Nou. Milers d'euros,504.5
2019,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Nou. Milers d'euros,NA
2019,1,10,Sant Martí,70,el Besòs i el Maresme,Nou. Milers d'euros,438.7
2019,1,10,Sant Martí,71,Provençals del Poblenou,Nou. Milers d'euros,NA
2019,1,10,Sant Martí,72,Sant Martí de Provençals,Nou. Milers d'euros,296.1
2019,1,10,Sant Martí,73,la Verneda i la Pau,Nou. Milers d'euros,162.2
2019,1,1,Ciutat Vella,1,el Raval,Usat. Milers d'euros,228.9
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Usat. Milers d'euros,341.4
2019,1,1,Ciutat Vella,3,la Barceloneta,Usat. Milers d'euros,222
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Usat. Milers d'euros,293.6
2019,1,2,Eixample,5,el Fort Pienc,Usat. Milers d'euros,391.3
2019,1,2,Eixample,6,la Sagrada Família,Usat. Milers d'euros,297.2
2019,1,2,Eixample,7,la Dreta de l'Eixample,Usat. Milers d'euros,492.3
2019,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Usat. Milers d'euros,407
2019,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Usat. Milers d'euros,349.6
2019,1,2,Eixample,10,Sant Antoni,Usat. Milers d'euros,356.7
2019,1,3,Sants-Montjuïc,11,el Poble Sec,Usat. Milers d'euros,324.7
2019,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Usat. Milers d'euros,NA
2019,1,3,Sants-Montjuïc,13,la Marina de Port,Usat. Milers d'euros,197.2
2019,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Usat. Milers d'euros,247.7
2019,1,3,Sants-Montjuïc,15,Hostafrancs,Usat. Milers d'euros,214.5
2019,1,3,Sants-Montjuïc,16,la Bordeta,Usat. Milers d'euros,188.6
2019,1,3,Sants-Montjuïc,17,Sants - Badal,Usat. Milers d'euros,239.6
2019,1,3,Sants-Montjuïc,18,Sants,Usat. Milers d'euros,290.6
2019,1,4,Les Corts,19,les Corts,Usat. Milers d'euros,397
2019,1,4,Les Corts,20,la Maternitat i Sant Ramon,Usat. Milers d'euros,410.5
2019,1,4,Les Corts,21,Pedralbes,Usat. Milers d'euros,1016
2019,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Usat. Milers d'euros,380.6
2019,1,5,Sarrià-Sant Gervasi,23,Sarrià,Usat. Milers d'euros,747.3
2019,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Usat. Milers d'euros,853.2
2019,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Usat. Milers d'euros,794.6
2019,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Usat. Milers d'euros,553.6
2019,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Usat. Milers d'euros,452.6
2019,1,6,Gràcia,28,Vallcarca i els Penitents,Usat. Milers d'euros,289
2019,1,6,Gràcia,29,el Coll,Usat. Milers d'euros,228.6
2019,1,6,Gràcia,30,la Salut,Usat. Milers d'euros,379.6
2019,1,6,Gràcia,31,la Vila de Gràcia,Usat. Milers d'euros,470.2
2019,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Usat. Milers d'euros,340.5
2019,1,7,Horta-Guinardó,33,el Baix Guinardó,Usat. Milers d'euros,280.3
2019,1,7,Horta-Guinardó,34,Can Baró,Usat. Milers d'euros,252.2
2019,1,7,Horta-Guinardó,35,el Guinardó,Usat. Milers d'euros,262.8
2019,1,7,Horta-Guinardó,36,la Font d'en Fargues,Usat. Milers d'euros,205.1
2019,1,7,Horta-Guinardó,37,el Carmel,Usat. Milers d'euros,232
2019,1,7,Horta-Guinardó,38,la Teixonera,Usat. Milers d'euros,153.3
2019,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Usat. Milers d'euros,170.9
2019,1,7,Horta-Guinardó,40,Montbau,Usat. Milers d'euros,167.3
2019,1,7,Horta-Guinardó,41,la Vall d'Hebron,Usat. Milers d'euros,222.3
2019,1,7,Horta-Guinardó,42,la Clota,Usat. Milers d'euros,NA
2019,1,7,Horta-Guinardó,43,Horta,Usat. Milers d'euros,268.8
2019,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Usat. Milers d'euros,229.1
2019,1,8,Nou Barris,45,Porta,Usat. Milers d'euros,179.7
2019,1,8,Nou Barris,46,el Turó de la Peira,Usat. Milers d'euros,147
2019,1,8,Nou Barris,47,Can Peguera,Usat. Milers d'euros,NA
2019,1,8,Nou Barris,48,la Guineueta,Usat. Milers d'euros,194.9
2019,1,8,Nou Barris,49,Canyelles,Usat. Milers d'euros,150
2019,1,8,Nou Barris,50,les Roquetes,Usat. Milers d'euros,156.7
2019,1,8,Nou Barris,51,Verdun,Usat. Milers d'euros,148.2
2019,1,8,Nou Barris,52,la Prosperitat,Usat. Milers d'euros,150.6
2019,1,8,Nou Barris,53,la Trinitat Nova,Usat. Milers d'euros,80
2019,1,8,Nou Barris,54,Torre Baró,Usat. Milers d'euros,NA
2019,1,8,Nou Barris,55,Ciutat Meridiana,Usat. Milers d'euros,95.2
2019,1,8,Nou Barris,56,Vallbona,Usat. Milers d'euros,NA
2019,1,9,Sant Andreu,57,la Trinitat Vella,Usat. Milers d'euros,154.7
2019,1,9,Sant Andreu,58,Baró de Viver,Usat. Milers d'euros,NA
2019,1,9,Sant Andreu,59,el Bon Pastor,Usat. Milers d'euros,148.1
2019,1,9,Sant Andreu,60,Sant Andreu,Usat. Milers d'euros,213.1
2019,1,9,Sant Andreu,61,la Sagrera,Usat. Milers d'euros,240.4
2019,1,9,Sant Andreu,62,el Congrés i els Indians,Usat. Milers d'euros,256.7
2019,1,9,Sant Andreu,63,Navas,Usat. Milers d'euros,379.2
2019,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Usat. Milers d'euros,311
2019,1,10,Sant Martí,65,el Clot,Usat. Milers d'euros,343.9
2019,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Usat. Milers d'euros,259.2
2019,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Usat. Milers d'euros,538
2019,1,10,Sant Martí,68,el Poblenou,Usat. Milers d'euros,363.4
2019,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Usat. Milers d'euros,486.2
2019,1,10,Sant Martí,70,el Besòs i el Maresme,Usat. Milers d'euros,238.3
2019,1,10,Sant Martí,71,Provençals del Poblenou,Usat. Milers d'euros,389.7
2019,1,10,Sant Martí,72,Sant Martí de Provençals,Usat. Milers d'euros,302.3
2019,1,10,Sant Martí,73,la Verneda i la Pau,Usat. Milers d'euros,167.9
2019,1,1,Ciutat Vella,1,el Raval,Total. Euros/m2 construït,3775.1
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Total. Euros/m2 construït,4885.9
2019,1,1,Ciutat Vella,3,la Barceloneta,Total. Euros/m2 construït,5079.5
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Total. Euros/m2 construït,4682.5
2019,1,2,Eixample,5,el Fort Pienc,Total. Euros/m2 construït,4919.3
2019,1,2,Eixample,6,la Sagrada Família,Total. Euros/m2 construït,4379.3
2019,1,2,Eixample,7,la Dreta de l'Eixample,Total. Euros/m2 construït,4819.8
2019,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Total. Euros/m2 construït,4262.4
2019,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Total. Euros/m2 construït,4620.8
2019,1,2,Eixample,10,Sant Antoni,Total. Euros/m2 construït,4459.3
2019,1,3,Sants-Montjuïc,11,el Poble Sec,Total. Euros/m2 construït,4563.2
2019,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Total. Euros/m2 construït,NA
2019,1,3,Sants-Montjuïc,13,la Marina de Port,Total. Euros/m2 construït,2823.7
2019,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Total. Euros/m2 construït,3906.2
2019,1,3,Sants-Montjuïc,15,Hostafrancs,Total. Euros/m2 construït,3277.2
2019,1,3,Sants-Montjuïc,16,la Bordeta,Total. Euros/m2 construït,2898.4
2019,1,3,Sants-Montjuïc,17,Sants - Badal,Total. Euros/m2 construït,3225.3
2019,1,3,Sants-Montjuïc,18,Sants,Total. Euros/m2 construït,3681.2
2019,1,4,Les Corts,19,les Corts,Total. Euros/m2 construït,4910.9
2019,1,4,Les Corts,20,la Maternitat i Sant Ramon,Total. Euros/m2 construït,4551.1
2019,1,4,Les Corts,21,Pedralbes,Total. Euros/m2 construït,6089.9
2019,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Total. Euros/m2 construït,4614.6
2019,1,5,Sarrià-Sant Gervasi,23,Sarrià,Total. Euros/m2 construït,6360.8
2019,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Total. Euros/m2 construït,6191.4
2019,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Total. Euros/m2 construït,5570.8
2019,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Total. Euros/m2 construït,5488.3
2019,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Total. Euros/m2 construït,4505.1
2019,1,6,Gràcia,28,Vallcarca i els Penitents,Total. Euros/m2 construït,3511.5
2019,1,6,Gràcia,29,el Coll,Total. Euros/m2 construït,2667.9
2019,1,6,Gràcia,30,la Salut,Total. Euros/m2 construït,4314.3
2019,1,6,Gràcia,31,la Vila de Gràcia,Total. Euros/m2 construït,5242.1
2019,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Total. Euros/m2 construït,4254
2019,1,7,Horta-Guinardó,33,el Baix Guinardó,Total. Euros/m2 construït,3915.2
2019,1,7,Horta-Guinardó,34,Can Baró,Total. Euros/m2 construït,3575.2
2019,1,7,Horta-Guinardó,35,el Guinardó,Total. Euros/m2 construït,3307.8
2019,1,7,Horta-Guinardó,36,la Font d'en Fargues,Total. Euros/m2 construït,2383.2
2019,1,7,Horta-Guinardó,37,el Carmel,Total. Euros/m2 construït,3179.1
2019,1,7,Horta-Guinardó,38,la Teixonera,Total. Euros/m2 construït,2299.2
2019,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Total. Euros/m2 construït,2392.7
2019,1,7,Horta-Guinardó,40,Montbau,Total. Euros/m2 construït,2324.6
2019,1,7,Horta-Guinardó,41,la Vall d'Hebron,Total. Euros/m2 construït,4268.2
2019,1,7,Horta-Guinardó,42,la Clota,Total. Euros/m2 construït,2912.3
2019,1,7,Horta-Guinardó,43,Horta,Total. Euros/m2 construït,3420.2
2019,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Total. Euros/m2 construït,3592.9
2019,1,8,Nou Barris,45,Porta,Total. Euros/m2 construït,2762.8
2019,1,8,Nou Barris,46,el Turó de la Peira,Total. Euros/m2 construït,2218.1
2019,1,8,Nou Barris,47,Can Peguera,Total. Euros/m2 construït,NA
2019,1,8,Nou Barris,48,la Guineueta,Total. Euros/m2 construït,2779
2019,1,8,Nou Barris,49,Canyelles,Total. Euros/m2 construït,2112.7
2019,1,8,Nou Barris,50,les Roquetes,Total. Euros/m2 construït,2811.6
2019,1,8,Nou Barris,51,Verdun,Total. Euros/m2 construït,2298
2019,1,8,Nou Barris,52,la Prosperitat,Total. Euros/m2 construït,2155.3
2019,1,8,Nou Barris,53,la Trinitat Nova,Total. Euros/m2 construït,1568.6
2019,1,8,Nou Barris,54,Torre Baró,Total. Euros/m2 construït,NA
2019,1,8,Nou Barris,55,Ciutat Meridiana,Total. Euros/m2 construït,1533.1
2019,1,8,Nou Barris,56,Vallbona,Total. Euros/m2 construït,NA
2019,1,9,Sant Andreu,57,la Trinitat Vella,Total. Euros/m2 construït,2440.8
2019,1,9,Sant Andreu,58,Baró de Viver,Total. Euros/m2 construït,NA
2019,1,9,Sant Andreu,59,el Bon Pastor,Total. Euros/m2 construït,2180.3
2019,1,9,Sant Andreu,60,Sant Andreu,Total. Euros/m2 construït,3269.7
2019,1,9,Sant Andreu,61,la Sagrera,Total. Euros/m2 construït,3561.6
2019,1,9,Sant Andreu,62,el Congrés i els Indians,Total. Euros/m2 construït,3390.9
2019,1,9,Sant Andreu,63,Navas,Total. Euros/m2 construït,4505.9
2019,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Total. Euros/m2 construït,3925.5
2019,1,10,Sant Martí,65,el Clot,Total. Euros/m2 construït,4152.6
2019,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Total. Euros/m2 construït,4062.2
2019,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Total. Euros/m2 construït,5485.5
2019,1,10,Sant Martí,68,el Poblenou,Total. Euros/m2 construït,4374.9
2019,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Total. Euros/m2 construït,4519.9
2019,1,10,Sant Martí,70,el Besòs i el Maresme,Total. Euros/m2 construït,3693.1
2019,1,10,Sant Martí,71,Provençals del Poblenou,Total. Euros/m2 construït,4521.6
2019,1,10,Sant Martí,72,Sant Martí de Provençals,Total. Euros/m2 construït,4119
2019,1,10,Sant Martí,73,la Verneda i la Pau,Total. Euros/m2 construït,2504.5
2019,1,1,Ciutat Vella,1,el Raval,Nou. Euros/m2 construït,6523.6
2019,1,1,Ciutat Vella,2,el Barri Gòtic,Nou. Euros/m2 construït,5767.8
2019,1,1,Ciutat Vella,3,la Barceloneta,Nou. Euros/m2 construït,NA
2019,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Nou. Euros/m2 construït,5191.1
2019,1,2,Eixample,5,el Fort Pienc,Nou. Euros/m2 construït,15275.8
2019,1,2,Eixample,6,la Sagrada Família,Nou. Euros/m2 construït,NA
2019,1,2,Eixample,7,la Dreta de l'Eixample,Nou. Euros/m2 construït,5088.9
2019,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Nou. Euros/m2 construït,3932
2019,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Nou. Euros/m2 construït,NA
2019,1,2,Eixample,10,Sant Antoni,Nou. Euros/m2 construït,NA
2019,1,3,Sants-Montjuïc,11,el Poble Sec,Nou. Euros/m2 construït,NA
2019,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Nou. Euros/m2 construït,NA
2019,1,3,Sants-Montjuïc,13,la Marina de Port,Nou. Euros/m2 construït,NA
2019,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Nou. Euros/m2 construït,NA
2019,1,3,Sants-Montjuïc,15,Hostafrancs,Nou. Euros/m2 construït,3601.3
2019,1,3,Sants-Montjuïc,16,la Bordeta,Nou. Euros/m2 construït,NA
2019,1,3,Sants-Montjuïc,17,Sants - Badal,Nou. Euros/m2 construït,NA
2019,1,3,Sants-Montjuïc,18,Sants,Nou. Euros/m2 construït,NA
2019,1,4,Les Corts,19,les Corts,Nou. Euros/m2 construït,6116.1
2019,1,4,Les Corts,20,la Maternitat i Sant Ramon,Nou. Euros/m2 construït,NA
2019,1,4,Les Corts,21,Pedralbes,Nou. Euros/m2 construït,NA
2019,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Nou. Euros/m2 construït,NA
2019,1,5,Sarrià-Sant Gervasi,23,Sarrià,Nou. Euros/m2 construït,NA
2019,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Nou. Euros/m2 construït,NA
2019,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Nou. Euros/m2 construït,4899.7
2019,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Nou. Euros/m2 construït,6843.5
2019,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Nou. Euros/m2 construït,4514.2
2019,1,6,Gràcia,28,Vallcarca i els Penitents,Nou. Euros/m2 construït,3973.1
2019,1,6,Gràcia,29,el Coll,Nou. Euros/m2 construït,1942
2019,1,6,Gràcia,30,la Salut,Nou. Euros/m2 construït,NA
2019,1,6,Gràcia,31,la Vila de Gràcia,Nou. Euros/m2 construït,4731.5
2019,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Nou. Euros/m2 construït,NA
2019,1,7,Horta-Guinardó,33,el Baix Guinardó,Nou. Euros/m2 construït,NA
2019,1,7,Horta-Guinardó,34,Can Baró,Nou. Euros/m2 construït,NA
2019,1,7,Horta-Guinardó,35,el Guinardó,Nou. Euros/m2 construït,NA
2019,1,7,Horta-Guinardó,36,la Font d'en Fargues,Nou. Euros/m2 construït,NA
2019,1,7,Horta-Guinardó,37,el Carmel,Nou. Euros/m2 construït,4298.3
2019,1,7,Horta-Guinardó,38,la Teixonera,Nou. Euros/m2 construït,2231.5
2019,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Nou. Euros/m2 construït,NA
2019,1,7,Horta-Guinardó,40,Montbau,Nou. Euros/m2 construït,NA
2019,1,7,Horta-Guinardó,41,la Vall d'Hebron,Nou. Euros/m2 construït,NA
2019,1,7,Horta-Guinardó,42,la Clota,Nou. Euros/m2 construït,2912.3
2019,1,7,Horta-Guinardó,43,Horta,Nou. Euros/m2 construït,3752.7
2019,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,45,Porta,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,46,el Turó de la Peira,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,47,Can Peguera,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,48,la Guineueta,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,49,Canyelles,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,50,les Roquetes,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,51,Verdun,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,52,la Prosperitat,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,53,la Trinitat Nova,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,54,Torre Baró,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,55,Ciutat Meridiana,Nou. Euros/m2 construït,NA
2019,1,8,Nou Barris,56,Vallbona,Nou. Euros/m2 construït,NA
2019,1,9,Sant Andreu,57,la Trinitat Vella,Nou. Euros/m2 construït,NA
2019,1,9,Sant Andreu,58,Baró de Viver,Nou. Euros/m2 construït,NA
2019,1,9,Sant Andreu,59,el Bon Pastor,Nou. Euros/m2 construït,NA
2019,1,9,Sant Andreu,60,Sant Andreu,Nou. Euros/m2 construït,3897
2019,1,9,Sant Andreu,61,la Sagrera,Nou. Euros/m2 construït,NA
2019,1,9,Sant Andreu,62,el Congrés i els Indians,Nou. Euros/m2 construït,NA
2019,1,9,Sant Andreu,63,Navas,Nou. Euros/m2 construït,NA
2019,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Nou. Euros/m2 construït,4534.6
